FID,LATDD,LONDD,AGE,RECON,ADT_029,STRUCTURE_KIND_043A,UNSAFE
33184193_095492433,33.31164722222222,-95.823425,8.0,1,5695,1,0
33200637_095460208,33.33510277777778,-95.76724444444444,7.0,1,4433,1,0
33214533_095432060,33.36259166666667,-95.72238888888889,65.0,1,5168,3,1
33225734_095413334,33.38259444444444,-95.69259444444445,57.0,0,4702,1,0
33180357_095505198,33.30099166666666,-95.84777222222222,6.0,0,6354,5,0
33180446_095505250,33.30123888888889,-95.84791666666666,8.0,0,5695,5,0
33191218_095481311,33.32005,-95.80364166666666,8.0,0,5190,5,0
33191446_095480783,33.320683333333335,-95.80217499999999,8.0,0,5190,5,0
33191584_095480465,33.32106666666667,-95.80129166666666,8.0,0,5190,5,0
33205269_095444618,33.347969444444445,-95.7461611111111,8.0,0,5168,5,0
33214597_095432152,33.362769444444446,-95.72264444444444,8.0,0,5168,5,0
33180762_095504387,33.30211666666666,-95.84551944444443,5.0,1,5000,1,0
33193626_095471830,33.32673888888889,-95.78841666666666,5.0,1,5000,1,0
33230809_095410276,33.385580555555556,-95.6841,62.0,1,2966,1,0
33233892_095402019,33.39414444444444,-95.672275,62.0,1,2518,1,1
33253557_095374421,33.42654722222222,-95.62894722222221,62.0,1,2255,1,0
33265651_095355916,33.44903055555555,-95.59976666666667,62.0,1,3690,1,0
33265598_095355813,33.44888333333333,-95.59948055555554,41.0,0,4144,1,0
33280063_095351789,33.46684166666667,-95.58830277777777,41.0,0,4311,1,0
33230740_095410189,33.38538888888889,-95.68385833333333,15.0,0,2391,5,0
33233815_095401948,33.393930555555556,-95.67207777777779,15.0,0,2671,5,0
33245281_095383848,33.41466944444444,-95.64402222222223,15.0,0,2284,5,0
33245337_095383935,33.414825,-95.6442638888889,15.0,0,2255,5,0
33253405_095374456,33.426125,-95.62904444444443,15.0,0,2284,5,0
33280086_095351713,33.466905555555556,-95.58809166666666,6.0,0,3560,5,0
33244748_095502432,33.41318888888889,-95.84008888888889,70.0,0,101,1,0
33224084_095471071,33.378011111111114,-95.78630833333334,62.0,0,283,1,1
33224051_095461128,33.377919444444444,-95.7698,62.0,0,387,1,0
33223960_095435723,33.37766666666667,-95.73256388888889,62.0,0,522,1,0
33223954_095434809,33.37765,-95.730025,62.0,0,387,1,0
33212780_095354455,33.35772222222222,-95.59570833333333,38.0,1,4678,2,0
33212016_095354031,33.3556,-95.59453055555555,38.0,0,3989,5,0
33220794_095392097,33.36887222222222,-95.65582500000001,34.0,0,968,1,0
33220584_095391236,33.36828888888889,-95.65343333333334,34.0,0,968,5,0
33220151_095383613,33.367086111111114,-95.64336944444445,34.0,0,968,1,0
33220114_095363159,33.36698333333334,-95.608775,55.0,1,3408,1,0
33231914_095362941,33.38865,-95.60816944444444,8.0,0,3639,5,0
33271323_095421822,33.453675000000004,-95.70506111111112,64.0,1,100,1,0
33260331_095411309,33.43425277777777,-95.68696944444444,70.0,0,100,1,0
33264258_095415725,33.445161111111105,-95.69923611111112,62.0,0,100,1,0
33250523_095411755,33.41811944444444,-95.68820833333334,62.0,0,272,1,0
33291113_095462714,33.486425000000004,-95.77420555555555,75.0,0,261,4,1
33225947_095462812,33.38318611111111,-95.77447777777778,12.0,0,137,1,0
33260133_095395203,33.433702777777775,-95.66445277777778,65.0,0,113,1,0
33260108_095394126,33.43363333333333,-95.66146111111112,65.0,0,195,1,0
33270791_095363436,33.452197222222225,-95.60954444444444,34.0,0,159,5,0
33265292_095353343,33.44803333333333,-95.59261944444444,61.0,1,229,1,0
33204008_095482917,33.34446666666667,-95.80810277777778,69.0,0,154,1,0
33203927_095481764,33.34424166666667,-95.8049,69.0,0,154,1,0
33204055_095500275,33.34459722222223,-95.83409722222221,68.0,0,154,1,1
33241492_095304351,33.40414444444444,-95.51208611111112,73.0,0,127,1,1
33242411_095304308,33.40669722222222,-95.51196666666667,28.0,0,131,5,0
33234947_095353028,33.397075,-95.59174444444444,17.0,0,489,5,0
33233867_095343407,33.394075,-95.57613055555555,17.0,0,447,5,0
33221862_095513139,33.37183888888889,-95.85871944444443,34.0,0,422,5,0
33193281_095513669,33.32578055555556,-95.86019166666667,28.0,0,628,5,0
33244026_095513095,33.411183333333334,-95.85859722222222,34.0,1,378,1,0
33245763_095513001,33.41600833333333,-95.8583361111111,34.0,1,378,1,0
33223642_095493907,33.376783333333336,-95.82751944444443,20.0,0,233,5,0
33211180_095422538,33.35327777777778,-95.70705000000001,34.0,0,1511,5,0
33195150_095450895,33.33097222222222,-95.75248611111111,34.0,0,210,5,0
33215043_095411983,33.36400833333334,-95.68884166666668,24.0,0,769,1,0
33223126_095393460,33.37535,-95.65961111111112,56.0,0,1013,1,0
33225626_095390655,33.38229444444445,-95.65181944444446,56.0,0,924,1,0
33225793_095373260,33.382758333333335,-95.62572222222222,56.0,0,666,1,0
33245494_095452223,33.41526111111111,-95.756175,34.0,0,100,5,0
33284019_095411198,33.477830555555556,-95.68666111111112,14.0,0,350,5,0
33183459_095490899,33.30960833333333,-95.81916388888888,64.0,0,188,1,0
33165975_095492712,33.28326388888889,-95.82419999999999,64.0,0,188,1,0
33252605_095392407,33.423902777777776,-95.65668611111111,45.0,0,269,1,0
33291011_095471765,33.48614166666667,-95.7882361111111,34.0,1,20,7,1
33235776_095444816,33.39937777777778,-95.74671111111111,23.0,0,20,3,0
33245665_095472174,33.41573611111111,-95.78937222222223,22.0,0,10,1,0
33245671_095474521,33.415752777777776,-95.79589166666666,18.0,0,10,2,0
33261640_095490623,33.437888888888885,-95.81839722222222,21.0,0,10,1,0
33231051_095491504,33.38625277777778,-95.82084444444445,23.0,0,10,3,0
33200743_095492994,33.33539722222223,-95.82498333333334,28.0,0,30,3,0
33191374_095512384,33.320483333333335,-95.85662222222221,25.0,0,30,5,0
33195093_095454524,33.33081388888889,-95.76256666666667,11.0,0,20,5,0
33223207_095465897,33.375575,-95.78304722222222,11.0,0,10,5,0
33253391_095412805,33.42608611111111,-95.691125,25.0,0,10,1,0
33253398_095413095,33.42610555555555,-95.69193055555556,25.0,0,10,1,0
33264315_095432909,33.44531944444444,-95.72474722222222,23.0,0,10,3,0
33282422_095433373,33.473394444444445,-95.72603611111111,21.0,0,20,5,0
33282423_095433380,33.473397222222225,-95.72605555555556,5.0,0,40,5,0
33281967_095465941,33.47213055555556,-95.78316944444444,20.0,0,70,5,0
33281958_095463211,33.47210555555556,-95.77558611111111,21.0,0,70,5,0
33260405_095441030,33.43445833333333,-95.73619444444445,5.0,0,10,5,0
33244288_095371059,33.41191111111111,-95.61960833333333,5.0,0,10,5,0
33251241_095372898,33.420113888888885,-95.62471666666666,28.0,0,10,3,0
33253809_095354424,33.42724722222222,-95.59562222222222,103.0,0,40,3,1
33262190_095351786,33.439416666666666,-95.58829444444444,10.0,0,70,1,0
33264144_095351748,33.44484444444444,-95.58818888888888,7.0,1,70,3,0
33255085_095331579,33.430791666666664,-95.55438611111111,21.0,0,20,1,0
33251022_095321522,33.41950555555555,-95.5375611111111,11.0,0,30,5,0
33221795_095462777,33.371652777777776,-95.77438055555555,2.0,0,40,5,0
33252503_095503268,33.42361944444444,-95.8424111111111,1.0,0,10,5,0
33262058_095342851,33.439049999999995,-95.5745861111111,29.0,0,50,3,0
33350362_096183458,33.584338888888894,-96.30960555555555,69.0,1,1201,1,0
33350268_096182981,33.58407777777778,-96.30828055555556,69.0,1,1201,1,0
33344070_096163830,33.57797222222223,-96.27730555555556,69.0,1,1527,1,0
33343627_096114252,33.57674166666667,-96.19514444444445,50.0,1,15183,1,0
33343821_096112456,33.57728055555556,-96.19015555555556,50.0,1,9110,1,0
33343324_096092064,33.575900000000004,-96.15573333333334,59.0,1,3060,1,1
33343239_096090467,33.57566388888889,-96.15129722222223,59.0,1,2950,1,1
33343143_096084598,33.57539722222223,-96.14610555555556,59.0,1,2950,1,0
33343750_096070981,33.577083333333334,-96.11939166666666,59.0,1,2676,1,1
33342364_096022246,33.573233333333334,-96.03957222222222,59.0,1,1283,1,1
33341366_096013961,33.570461111111115,-96.02766944444444,59.0,1,1283,1,0
33351405_095530880,33.58723611111111,-95.88577777777779,70.0,0,2391,1,1
33355027_095544175,33.597297222222224,-95.91159722222223,30.0,0,5228,5,0
33361454_096131052,33.60403888888889,-96.2195888888889,8.0,1,6243,1,0
33361853_096113452,33.60514722222222,-96.19292222222222,28.0,0,7032,1,0
33361526_096102850,33.604238888888894,-96.17458333333335,23.0,0,5523,5,0
33361840_096113111,33.605111111111114,-96.191975,26.0,0,7032,5,0
33365365_096220329,33.61490277777778,-96.36758055555555,8.0,1,6243,1,0
33363353_096162291,33.60931388888889,-96.27303055555555,7.0,1,5250,5,0
33363102_096161102,33.60861666666667,-96.26972777777777,8.0,1,6243,1,0
33363441_096162237,33.60955833333333,-96.27288055555556,11.0,0,6400,5,0
33361789_096113116,33.60496944444444,-96.19198888888889,3.0,0,10800,5,0
33361628_096102841,33.60452222222222,-96.17455833333334,3.0,0,10800,5,0
33354606_095514452,33.59612777777778,-95.86236666666666,32.0,1,4355,1,0
33361095_096084546,33.60304166666667,-96.14596111111112,34.0,0,8684,5,0
33361005_096082400,33.60279166666667,-96.14,34.0,0,8684,5,0
33361166_096075110,33.60323888888889,-96.1308611111111,34.0,0,9542,5,0
33362433_096022437,33.60675833333333,-96.04010277777778,34.0,0,8939,5,0
33362316_096055768,33.606433333333335,-96.09935555555555,4.0,1,9542,1,0
33362142_096051607,33.60595,-96.08779722222222,4.0,1,9542,1,0
33363271_096014817,33.60908611111111,-96.03004722222222,4.0,1,8939,1,0
33363368_096014382,33.60935555555556,-96.02883888888888,34.0,0,8939,1,0
33362020_095585840,33.60561111111111,-95.9828888888889,4.0,1,6652,1,0
33361939_095583661,33.605386111111116,-95.97683611111111,4.0,1,8877,1,0
33355534_095553127,33.59870555555556,-95.92535277777779,4.0,1,8265,1,0
33355305_095550438,33.59806944444445,-95.91788333333334,4.0,1,8265,1,0
33361195_096084544,33.603319444444445,-96.14595555555556,3.0,0,8684,5,0
33361105_096082385,33.60306944444444,-96.13995833333334,3.0,0,8684,5,0
33361259_096075163,33.603497222222224,-96.13100833333333,3.0,0,9542,5,0
33362487_096022430,33.60690833333334,-96.04008333333333,3.0,0,8939,5,0
33355124_095544150,33.59756666666667,-95.91152777777778,4.0,0,2403,5,0
33241910_095561903,33.40530555555556,-95.93861944444444,58.0,0,1097,1,0
33270450_095562588,33.45125,-95.94052222222223,64.0,1,868,1,1
33273127_095563296,33.45868611111111,-95.94248888888889,64.0,1,868,1,1
33311082_095561226,33.51967222222222,-95.9367388888889,53.0,0,1356,1,0
33322565_095551428,33.54045833333333,-95.92063333333334,53.0,1,1474,1,0
33334996_095545898,33.563877777777776,-95.91638333333334,53.0,0,1474,1,0
33272229_095563068,33.45619166666667,-95.94185555555556,20.0,0,868,5,0
33293203_095563395,33.49223055555556,-95.94276388888889,1.0,0,1356,5,0
33454612_095545942,33.76281111111111,-95.91650555555556,30.0,1,258,1,0
33393958_095543325,33.66099444444444,-95.90923611111111,40.0,0,1988,1,0
33430375_095544061,33.717708333333334,-95.91128055555556,40.0,0,902,1,0
33355642_095544140,33.59900555555556,-95.9115,33.0,0,993,1,0
33453525_095545753,33.759791666666665,-95.91598055555556,30.0,0,258,5,0
33453171_095545725,33.758808333333334,-95.91590277777779,30.0,0,258,5,0
33492500_095513972,33.82361111111111,-95.86103333333332,28.0,0,250,5,1
33302385_096222118,33.506625,-96.37254999999999,66.0,0,389,1,0
33292193_096213884,33.489425000000004,-96.36078888888888,66.0,0,676,1,0
33284561_096202682,33.47933611111111,-96.34078333333333,66.0,0,676,1,0
33224242_096141764,33.37845,-96.23823333333334,27.0,1,4521,1,0
33274834_096214407,33.46342777777778,-96.36224166666666,54.0,1,4418,1,0
33394814_096105232,33.66337222222222,-96.1812,65.0,1,4969,4,0
33383161_096104953,33.642113888888886,-96.180425,65.0,1,4969,4,0
33373347_096103564,33.62596388888889,-96.17656666666667,65.0,1,1929,4,0
33451155_096114686,33.75320833333333,-96.19635000000001,3.0,0,1813,5,0
33342030_096104138,33.57230555555556,-96.17816111111111,86.0,0,2680,1,0
33335703_096103982,33.565841666666664,-96.17772777777778,86.0,0,2680,1,0
33332075_096103448,33.55576388888888,-96.17624444444445,86.0,0,3777,1,0
33323721_096105663,33.54366944444444,-96.18239722222222,77.0,0,2980,1,0
33322591_096104624,33.540530555555556,-96.17951111111111,77.0,0,2980,4,1
33254296_096100502,33.428599999999996,-96.16806111111111,88.0,0,1462,1,1
33241910_096121678,33.40530555555556,-96.20466111111111,88.0,0,1720,1,1
33233822_096132186,33.39395,-96.22273888888888,88.0,0,1720,1,1
33224735_096162093,33.37981944444444,-96.27248055555556,67.0,0,2544,1,1
33222763_096174441,33.374341666666666,-96.29566944444444,67.0,0,2544,1,1
33222893_096184241,33.37470277777778,-96.31178055555556,67.0,0,2512,1,1
33223068_096194147,33.37518888888889,-96.32818611111111,67.0,0,2512,1,0
33223233_096202423,33.37564722222222,-96.34006388888888,67.0,0,2512,1,1
33223312_096210048,33.37586666666667,-96.35013333333333,67.0,0,2012,1,0
33223293_096212650,33.37581388888889,-96.3573611111111,67.0,0,2012,1,0
33311861_096203321,33.521836111111114,-96.34255833333333,57.0,1,217,1,0
33325499_096161808,33.548608333333334,-96.27168888888889,33.0,0,449,1,0
33361004_096164032,33.60278888888889,-96.27786666666667,64.0,0,950,1,0
33361887_096164011,33.60524166666667,-96.27780833333333,64.0,0,950,1,0
33362610_096163994,33.60725,-96.2777611111111,64.0,0,950,1,0
33372578_096152507,33.62382777777778,-96.25696388888889,64.0,0,551,1,0
33363813_096164014,33.61059166666667,-96.27781666666667,6.0,0,950,5,0
33385144_096095633,33.647622222222225,-96.16564722222223,55.0,0,4205,1,0
33392097_096094556,33.655825,-96.16265555555556,55.0,0,2640,1,0
33393308_096093023,33.659188888888885,-96.15839722222223,55.0,0,2909,1,0
33323767_096125122,33.54379722222222,-96.21422777777778,22.0,1,8773,1,0
33313338_096132606,33.52593888888889,-96.22390555555556,22.0,1,7893,1,0
33305341_096134976,33.51483611111111,-96.23048888888889,54.0,1,7893,1,0
33364511_096113109,33.61253055555556,-96.19196944444445,54.0,0,4069,1,0
33351975_096113286,33.58881944444445,-96.19246111111111,11.0,1,14907,1,0
33344109_096113252,33.57808055555556,-96.19236666666667,54.0,0,11708,1,0
33335732_096120849,33.56592222222222,-96.20235833333334,50.0,0,8738,1,0
33280044_096164006,33.46678888888889,-96.27779444444444,57.0,1,8509,1,0
33265596_096181913,33.448877777777774,-96.30531388888889,57.0,1,9178,1,0
33280261_096163735,33.46739166666667,-96.27704166666666,57.0,1,8509,1,0
33250663_096214771,33.41850833333333,-96.36325277777777,22.0,1,10900,1,0
33260433_096204133,33.43453611111111,-96.34481388888888,62.0,0,11638,1,0
33275299_096045353,33.46471944444445,-96.0815361111111,81.0,0,327,1,0
33331791_096101057,33.554975,-96.16960277777778,39.0,0,819,1,0
33331919_096101490,33.55533055555555,-96.17080555555556,39.0,0,775,1,0
33331438_096095822,33.55399444444444,-96.16617222222223,39.0,0,775,1,0
33254669_096204064,33.42963611111111,-96.34462222222221,33.0,0,1204,1,0
33222904_096123139,33.37473333333333,-96.20871944444444,75.0,0,452,1,0
33223834_096114124,33.377316666666665,-96.1947888888889,75.0,0,452,1,0
33223467_096111884,33.37629722222222,-96.18856666666667,75.0,0,452,1,0
33273544_096145430,33.45984444444445,-96.24841666666667,74.0,0,576,1,0
33274531_096145427,33.462586111111115,-96.24840833333333,37.0,0,576,5,0
33224380_096092468,33.37883333333333,-96.15685555555557,61.0,1,410,1,1
33331089_095535503,33.553025,-95.89861944444445,31.0,1,424,4,1
33302782_095540136,33.50772777777778,-95.90037777777778,62.0,1,193,1,0
33301874_095534526,33.505205555555555,-95.89590555555556,33.0,0,88,5,0
33391525_096030462,33.65423611111111,-96.05128333333333,4.0,0,55,5,0
33335474_096045659,33.56520555555555,-96.0823861111111,64.0,0,571,1,0
33292034_096010254,33.48898333333334,-96.01737222222222,34.0,1,206,1,1
33291988_096004594,33.48885555555556,-96.01276111111112,34.0,1,206,1,1
33302087_096045039,33.50579722222222,-96.08066388888888,34.0,1,234,1,0
33292171_096021222,33.48936388888889,-96.03672777777777,33.0,0,234,1,0
33291795_095593105,33.48831944444444,-95.99195833333333,22.0,0,137,5,0
33285428_095580062,33.481744444444445,-95.96683888888889,22.0,0,137,5,0
33291291_095535960,33.486919444444446,-95.8998888888889,42.0,0,237,5,0
33292559_095532911,33.49044166666667,-95.89141944444445,31.0,0,237,5,0
33292515_095520550,33.490319444444445,-95.86819444444444,21.0,0,175,1,0
33263935_096074600,33.444263888888884,-96.12944444444443,34.0,0,157,1,0
33273536_096110435,33.45982222222222,-96.18454166666668,58.0,0,384,1,1
33273335_096105058,33.45926388888889,-96.18071666666667,21.0,0,384,5,0
33273698_096121772,33.46027222222222,-96.20492222222222,17.0,0,234,5,0
33384526_096212350,33.64590555555556,-96.35652777777777,70.0,0,194,1,0
33341628_096205945,33.57118888888889,-96.34984722222222,70.0,0,333,1,0
33353090_096220528,33.59191666666667,-96.36813333333333,6.0,1,333,1,0
33344666_096212810,33.57962777777778,-96.35780555555554,5.0,1,333,1,0
33404336_096162271,33.678711111111106,-96.272975,44.0,0,1480,1,0
33405700_096191029,33.6825,-96.319525,44.0,0,2165,1,0
33404182_096161407,33.67828333333333,-96.270575,39.0,0,1480,1,0
33403910_096180042,33.677527777777776,-96.30011666666667,28.0,0,1480,1,0
33404476_096205432,33.6791,-96.34842222222221,0.0,0,3591,5,0
33322423_096120294,33.54006388888889,-96.20081666666667,68.0,0,576,1,0
33294957_096204797,33.497102777777776,-96.34665833333332,6.0,1,1422,1,0
33295228_096201205,33.49785555555555,-96.33668055555555,66.0,0,1422,1,0
33294041_096191361,33.49455833333334,-96.32044722222221,6.0,1,1422,1,0
33292843_096174662,33.49123055555555,-96.29628333333334,66.0,0,1422,1,0
33242594_096065544,33.40720555555556,-96.1154,34.0,1,2260,1,0
33283196_096125284,33.475544444444445,-96.21467777777778,64.0,0,1646,1,0
33274355_096121244,33.462097222222226,-96.20345555555556,64.0,0,1646,1,1
33483498_096073687,33.80971666666667,-96.12690833333333,61.0,0,366,1,0
33483374_096064101,33.80937222222222,-96.11139166666666,61.0,0,366,1,0
33485143_096053737,33.81428611111111,-96.09371388888889,61.0,0,366,1,0
33485285_096043211,33.814680555555555,-96.07558611111111,61.0,0,366,1,0
33445076_096010904,33.74743333333333,-96.01917777777777,60.0,0,283,1,0
33274792_095524027,33.46331111111111,-95.87785277777778,31.0,0,350,5,1
33302465_096125130,33.50684722222222,-96.21425,58.0,0,471,1,0
33285417_096125270,33.48171388888889,-96.21463888888889,58.0,0,463,1,0
33312220_096125807,33.52283333333333,-96.21613055555555,28.0,0,471,5,0
33443923_095573913,33.74423055555555,-95.96086944444444,45.0,0,197,5,0
33443831_095575416,33.743975,-95.96504444444444,39.0,0,234,1,0
33442853_095553834,33.741258333333334,-95.92731666666667,35.0,0,233,5,0
33270850_095573800,33.45236111111112,-95.96055555555556,38.0,1,200,1,1
33273701_095581224,33.460280555555556,-95.97006666666667,50.0,0,133,1,1
33275935_095590991,33.46648611111112,-95.9860861111111,50.0,0,133,1,1
33314228_096100838,33.52841111111111,-96.16899444444445,21.0,0,40,5,0
33310031_096082636,33.516752777777775,-96.14065555555557,29.0,0,20,3,1
33315499_096065997,33.53194166666667,-96.11665833333333,36.0,0,60,3,1
33315191_096054929,33.53108611111111,-96.097025,34.0,0,60,3,0
33373303_096040026,33.625841666666666,-96.06673888888888,43.0,0,50,3,1
33332502_096063339,33.55695,-96.109275,23.0,0,20,4,1
33330539_096062034,33.55149722222222,-96.10565,35.0,0,20,3,1
33280042_096050110,33.46678333333333,-96.08363888888888,42.0,0,226,4,0
33304155_096030326,33.511541666666666,-96.05090555555556,32.0,0,10,3,0
33363393_096054173,33.609425,-96.09492499999999,29.0,0,50,4,0
33353260_096072336,33.59238888888889,-96.12315555555556,32.0,0,20,3,1
33364237_096115149,33.61176944444445,-96.19763611111111,59.0,0,20,3,1
33390455_096072170,33.651263888888884,-96.12269444444443,4.0,0,150,5,0
33355461_096194131,33.59850277777778,-96.32814166666667,32.0,0,30,3,0
33360397_096012027,33.60110277777778,-96.02229722222222,4.0,0,40,5,0
33323098_095551564,33.541938888888886,-95.92101111111111,65.0,0,20,2,0
33313776_095562206,33.52715555555555,-95.93946111111111,27.0,0,90,5,0
33314778_095584426,33.529938888888886,-95.97896111111112,16.0,0,40,5,0
33311149_095594921,33.51985833333333,-95.99700277777778,32.0,0,10,3,1
33302107_096004683,33.505852777777775,-96.01300833333333,32.0,0,10,3,1
33280340_096041762,33.46761111111111,-96.07156111111111,35.0,0,40,3,1
33290579_096030658,33.484941666666664,-96.05182777777777,9.0,0,30,5,0
33283364_096032748,33.47601111111111,-96.05763333333333,9.0,0,20,5,0
33261139_095580451,33.43649722222222,-95.96791944444445,9.0,0,40,5,0
33312625_095574755,33.52395833333333,-95.96320833333334,40.0,0,10,3,0
33313723_095573309,33.527008333333335,-95.95919166666667,32.0,0,40,4,0
33384223_095582583,33.64506388888889,-95.97384166666667,4.0,0,40,5,0
33383365_095562819,33.64268055555556,-95.9411638888889,4.0,0,50,5,0
33381963_095553458,33.63878611111111,-95.92627222222222,9.0,0,30,5,0
33421300_095534509,33.703611111111115,-95.89585833333334,21.0,0,20,1,0
33420712_095560051,33.70197777777778,-95.933475,17.0,0,30,5,0
33414654_095565340,33.696261111111106,-95.94816666666667,16.0,0,10,5,0
33335826_096105407,33.56618333333333,-96.18168611111112,19.0,0,130,5,0
33322636_096113273,33.54065555555555,-96.192425,13.0,0,69,5,0
33311949_096113724,33.522080555555554,-96.19367777777778,21.0,0,33,5,0
33300342_096121213,33.50095,-96.20336944444445,18.0,0,10,5,0
33331753_096135784,33.55486944444444,-96.23273333333333,33.0,0,90,4,1
33283228_096112870,33.475633333333334,-96.19130555555556,17.0,0,20,5,0
33283455_096112603,33.47626388888889,-96.19056388888889,4.0,0,10,5,0
33275161_096105697,33.464336111111116,-96.18249166666668,13.0,0,50,5,0
33273927_096105756,33.460908333333336,-96.18265555555556,6.0,0,50,5,0
33364657_096112917,33.61293611111111,-96.19143611111112,37.0,0,50,3,1
33431098_096125480,33.71971666666667,-96.21522222222222,44.0,0,50,4,0
33422579_096135430,33.70716388888889,-96.23175,33.0,0,50,4,0
33435398_096104759,33.731661111111116,-96.17988611111112,20.0,0,110,5,0
33441260_096104203,33.73683333333334,-96.17834166666667,39.0,0,40,4,0
33374167_096083093,33.62824166666667,-96.141925,4.0,0,60,5,0
33392530_096073037,33.65702777777778,-96.12510277777777,4.0,0,50,5,0
33452557_096034376,33.757102777777774,-96.06215555555555,37.0,0,40,3,1
33443517_096034638,33.74310277777778,-96.06288333333333,5.0,0,40,5,0
33440109_096054560,33.73363611111111,-96.09599999999999,3.0,0,90,5,0
33400782_096094364,33.668838888888885,-96.16212222222222,29.0,0,130,3,1
33483837_096043052,33.81065833333333,-96.07514444444445,33.0,0,134,3,1
33470598_096070117,33.78499444444444,-96.11699166666666,27.0,1,40,4,1
33472176_096062002,33.78937777777777,-96.1055611111111,17.0,1,40,3,1
33470725_096073594,33.78534722222222,-96.12665,9.0,0,30,5,0
33335072_096174553,33.56408888888889,-96.29598055555556,32.0,0,110,3,0
33354535_096192731,33.595930555555555,-96.32425277777777,32.0,0,60,3,0
33432224_095591394,33.72284444444445,-95.98720555555556,17.0,0,10,5,0
33444084_096020916,33.74467777777778,-96.03587777777777,9.0,0,20,5,0
33495722_096002814,33.83256111111111,-96.00781666666667,37.0,0,10,3,1
33500327_095593573,33.83424166666667,-95.99325833333333,8.0,0,10,5,0
33503105_095571810,33.84195833333334,-95.95502777777779,17.0,0,50,5,0
33450113_095540728,33.75031388888889,-95.90202222222223,42.0,0,20,3,1
33285223_096155556,33.481175,-96.26543333333333,21.0,0,30,5,0
33221038_096162940,33.369550000000004,-96.27483333333333,4.0,0,60,5,0
33273193_096164755,33.458869444444446,-96.279875,27.0,0,210,5,0
33375082_095525731,33.63078333333333,-95.88258611111111,32.0,0,10,3,1
33381167_095532107,33.636575,-95.88918611111112,9.0,0,64,5,0
33414632_095521932,33.6962,-95.87203333333332,8.0,0,10,5,0
33385811_095522462,33.649475,-95.87350555555555,34.0,0,64,4,1
33322095_096153500,33.53915277777777,-96.25972222222222,23.0,0,20,3,0
33310669_096154018,33.518525,-96.26116111111111,16.0,0,10,5,0
33310323_096154024,33.51756388888889,-96.26117777777777,16.0,0,10,5,0
33301250_096145900,33.50347222222222,-96.24972222222222,13.0,0,50,5,0
33260422_096154374,33.43450555555555,-96.26215,18.0,0,20,5,0
33260412_096174646,33.43447777777777,-96.2962388888889,21.0,0,20,4,1
33265164_096173868,33.44767777777778,-96.29407777777777,18.0,1,10,4,1
33283368_096181042,33.47602222222223,-96.30289444444445,25.0,0,10,3,0
33270850_096183983,33.45236111111112,-96.31106388888888,34.0,0,60,3,1
33282266_096211618,33.47296111111111,-96.35449444444444,59.0,0,30,3,1
33282400_096211720,33.473333333333336,-96.35477777777777,13.0,0,20,5,0
33290877_096215382,33.48576944444444,-96.36495,11.0,0,60,5,0
33282454_096184108,33.473483333333334,-96.31141111111111,17.0,0,140,5,0
33321582_096213751,33.537727777777775,-96.36041944444443,28.0,0,20,3,1
33334310_096210139,33.56197222222222,-96.3503861111111,51.0,0,60,3,0
33343587_095525255,33.57663055555556,-95.88126388888888,19.0,0,230,5,0
33331507_095525455,33.55418611111111,-95.88181944444443,29.0,0,60,4,1
33312601_095520876,33.523891666666664,-95.86909999999999,13.0,0,20,5,1
33315258_095550151,33.53127222222222,-95.91708611111112,11.0,0,10,5,0
33304524_095555113,33.512566666666665,-95.93086944444445,17.0,0,10,5,0
33310742_095534543,33.51872777777778,-95.89595277777778,35.0,0,10,3,1
33320462_095545025,33.534616666666665,-95.91395833333334,13.0,0,10,5,0
33305851_095550269,33.51625277777778,-95.91741388888889,13.0,0,10,5,0
33274356_096055065,33.4621,-96.09740277777777,26.0,0,50,4,1
33264049_096050834,33.444580555555554,-96.08565,11.0,0,50,5,0
33231910_096064035,33.38863888888889,-96.11120833333332,16.0,0,10,5,0
33232024_096073311,33.388955555555555,-96.12586388888889,27.0,0,20,3,1
33234256_096084158,33.395155555555554,-96.14488333333334,16.0,0,10,5,0
33234303_096085700,33.39528611111111,-96.14916666666667,16.0,0,10,5,0
33262504_096084442,33.44028888888889,-96.14567222222223,11.0,0,30,5,0
33254001_096112966,33.42778055555555,-96.19157222222222,11.0,0,20,5,0
33231360_096131019,33.38711111111111,-96.21949722222223,11.0,0,20,5,0
33224075_096124900,33.37798611111111,-96.21361111111112,17.0,0,20,5,0
33293905_096205749,33.49418055555556,-96.34930277777778,21.0,0,70,1,0
33273354_096214979,33.459316666666666,-96.36383055555555,19.0,0,222,3,0
33242146_096210873,33.40596111111111,-96.352425,18.0,0,126,5,0
33210084_096183500,33.350233333333335,-96.30972222222222,26.0,0,10,3,1
33211337_096195223,33.35371388888889,-96.331175,4.0,0,30,5,0
33213890_096205959,33.36080555555556,-96.3498861111111,21.0,0,20,3,0
33234913_096181360,33.39698055555556,-96.30377777777778,17.0,0,10,3,1
33403048_096210542,33.67513333333333,-96.35150555555555,33.0,0,30,3,1
33423537_096171659,33.709825,-96.28794166666667,0.0,0,40,5,0
33392886_096153807,33.65801666666667,-96.260575,1.0,0,40,5,0
33422997_095513751,33.708325,-95.86041944444443,74.0,0,50,3,0
33383098_095591768,33.64193888888889,-95.98824444444445,4.0,0,50,5,0
33332991_096023988,33.55830833333333,-96.0444111111111,0.0,0,40,5,0
33330539_096132506,33.55149722222222,-96.22362777777778,5.0,0,20,5,0
