Year,TWDB_Survey_No,Organization,Population_Served,Water_Type,Purchasd___Self_Supplied,Region_Used,County_Used,Basin_Used,Source_County,Source_Basin,Aquifer_Source,Surface_Water_Source,Seller_Name,Active_Wells,Brackish___Saline,TWDB_Estimated_Volume,Percent_Treated_Prior_to_Intake,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total_Intake__Gallons_
2024,0005000,A & P WSC,645,Surface Water,Pur,I,PANOLA,SABINE,,,,UNKNOWN,CITY OF CARTHAGE,0,N,N,100.00,"820,600","763,500","1,010,800","1,092,900","1,500,000","1,411,800","1,908,700","1,499,925","2,213,572","2,079,863","1,100,134","1,152,967","16,554,761"
2024,0015450,ALTO RURAL WSC-BRADFORD MT PLANT,348,Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,873,900","1,401,300","1,860,700","1,761,100","2,686,600","2,753,400","2,488,500","2,592,000","1,323,900","1,444,700","1,866,300","3,549,000","25,601,400"
2024,0031200,APPLEBY WSC,"5,481",Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,0,N,N,0.00,"1,172,000","1,003,000","1,038,000","1,084,000","980,000","1,151,000","2,757,000","2,613,000","2,089,000","2,704,000","1,677,000","921,000","19,189,000"
2024,0031200,APPLEBY WSC,"5,481",Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,829,000","1,644,400","1,691,600","1,758,000","1,550,000","1,550,000","1,758,000","1,684,000","1,751,000","1,569,000","1,631,000","1,547,000","19,963,000"
2024,0031200,APPLEBY WSC,"5,481",Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"2,494,000","2,140,000","1,825,000","2,490,000","2,184,000","2,635,000","2,996,000","1,322,000","1,729,000","1,460,000","1,442,000","1,664,000","24,381,000"
2024,0031400,APPLE SPRINGS WSC,648,Ground Water,SS,I,TRINITY,NECHES,TRINITY,NECHES,YEGUA-JACKSON AQUIFER,,N/A,1,N,N,0.00,"1,340,000","1,279,000","942,000","911,000","895,000","989,000","879,000","1,012,000","1,506,000","1,720,000","785,000","782,000","13,040,000"
2024,0034900,ARLAM CONCORD WSC,987,Ground Water,Pur,I,RUSK,NECHES,,,,,MOUNT ENTERPRISE WSC,0,N,Y,100.00,0,0,0,0,0,0,0,0,0,0,0,"87,800","87,800"
2024,0034900,ARLAM CONCORD WSC,987,Ground Water,SS,I,RUSK,NECHES,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,0,N,Y,0.00,0,0,0,0,0,0,0,0,0,0,0,"25,253,453","25,253,453"
2024,0060138,CLAIRE STREET WATER SYSTEM,81,Ground Water,SS,I,ORANGE,NECHES,ORANGE,NECHES,GULF COAST AQUIFER,,N/A,1,N,N,0.00,"190,000","36,000","192,000","123,000","114,000","165,000","180,000","207,000","167,000","138,000","92,000","107,000","1,711,000"
2024,0060148,SUSAN CIRCLE WATER SUPPLY,42,Ground Water,SS,I,ORANGE,NECHES,ORANGE,NECHES,GULF COAST AQUIFER,,N/A,0,N,Y,0.00,0,0,0,0,0,0,0,0,0,0,0,"1,759,595","1,759,595"
2024,0060170,B B S WSC,"1,548",Ground Water,SS,I,ANDERSON,TRINITY,ANDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,2,N,N,100.00,"3,255,000","2,744,200","7,444,800","9,102,000","8,676,100","7,936,800","4,425,000","6,420,000","4,849,300","4,667,000","3,220,000","3,142,800","65,883,000"
2024,0060180,B C Y WSC,"3,000",Ground Water,SS,I,ANDERSON,TRINITY,ANDERSON,TRINITY,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"6,496,200","5,922,500","5,485,600","5,398,500","6,141,700","6,646,100","5,847,900","6,755,700","6,828,000","5,883,200","5,870,100","4,556,100","71,831,600"
2024,0060200,CITY OF BEAUMONT,"112,193",Surface Water,SS,I,JEFFERSON,NECHES-TRINITY,JEFFERSON,NECHES,,NECHES RUN OF RIVER,N/A,0,N,N,0.00,"766,988,612","637,555,396","738,722,178","703,858,840","718,594,648","727,177,010","701,750,354","681,145,326","636,393,942","753,519,882","744,089,152","769,475,758","8,579,271,098"
2024,0070450,CITY OF BERRYVILLE,"1,881",Ground Water,SS,I,HENDERSON,NECHES,HENDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"3,496,000","2,193,000","2,516,000","2,425,000","2,006,000","2,808,000","2,690,000","2,503,000","1,723,000","1,705,000","1,076,000","2,235,000","27,376,000"
2024,0077000,BLACK JACK WSC,"1,080",Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,459,800","596,600","2,363,000","2,361,900","209,512","4,475,600","4,793,700","4,464,500","5,015,700","3,380,900","2,327,300","2,183,200","33,631,712"
2024,0077000,BLACK JACK WSC,"1,080",Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"2,985,400","3,133,600","1,809,400","1,960,900","999,900","667,200","751,300","1,625,800","496,800","805,800","346,300","462,900","16,045,300"
2024,0086650,BON WIER WSC,600,Ground Water,SS,I,NEWTON,SABINE,NEWTON,SABINE,OTHER AQUIFER,,N/A,1,N,Y,0.00,"1,491,000","2,296,000","2,607,000","2,464,000","2,557,000","2,450,000","2,724,000","2,599,000","2,509,000","2,344,000","2,826,000","2,986,000","29,853,000"
2024,0098000,CITY  OF BRIDGE CITY-CITY OF BRIDGE CITY,"9,761",Ground Water,SS,I,ORANGE,SABINE,ORANGE,SABINE,DOCKUM AQUIFER,,N/A,1,N,N,0.00,0,0,0,0,"5,924,000","22,386,000","20,946,000","14,197,000","12,273,000","14,055,000","14,938,000","14,030,000","118,749,000"
2024,0098000,CITY  OF BRIDGE CITY-CITY OF BRIDGE CITY,"9,761",Ground Water,SS,I,ORANGE,SABINE,ORANGE,SABINE,OTHER AQUIFER,,N/A,1,N,N,0.00,"26,293,000","22,734,000","24,022,000","25,427,000","21,024,000","11,514,000","9,586,000","4,177,000","3,933,000","6,451,000","5,985,000","7,323,000","168,469,000"
2024,0098250,CITY OF BROADDUS,230,Ground Water,SS,I,SAN AUGUSTINE,NECHES,SAN AUGUSTINE,NECHES,YEGUA-JACKSON AQUIFER,,N/A,1,N,N,0.00,"1,014,500","1,013,600","1,217,600","1,189,500","1,166,300","1,173,000","1,441,000","1,198,100","1,073,500","1,192,900","1,088,600","1,088,800","13,857,400"
2024,0099155,CITY OF BROWNDELL,265,Ground Water,SS,I,JASPER,NECHES,JASPER,NECHES,GULF COAST AQUIFER,,N/A,2,N,N,0.00,"501,890","875,050","471,610","509,010","535,380","517,010","442,000","578,750","568,850","428,740","418,560","499,770","6,346,620"
2024,0100000,CITY OF BROWNSBORO,"1,212",Ground Water,SS,I,HENDERSON,NECHES,HENDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"2,691,100","1,959,600","2,879,300","2,641,100","3,179,100","3,452,000","3,114,200","2,964,100","3,279,100","2,916,100","2,885,600","3,014,000","34,975,300"
2024,0106900,CITY OF BULLARD,"4,669",Ground Water,SS,I,SMITH,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,2,N,N,0.00,"9,936,000","8,612,000","9,191,000","9,776,000","9,472,000","12,984,000","13,446,000","18,226,000","14,522,000","16,143,000","9,285,000","8,039,000","139,632,000"
2024,0107200,JASPER COUNTY WCID 1,"3,200",Ground Water,SS,I,JASPER,SABINE,JASPER,SABINE,OTHER AQUIFER,,N/A,1,N,N,100.00,"1,368,000","1,685,000","129,000","65,000","215,000","157,000","928,000","2,369,000","1,990,000","4,065,000","1,854,000","2,341,000","17,166,000"
2024,0109800,BURKEVILLE WSC,867,Ground Water,SS,I,NEWTON,SABINE,NEWTON,SABINE,OTHER AQUIFER,,N/A,1,N,Y,0.00,"1,106,900","1,269,300","1,145,100","1,041,600","1,249,000","1,439,100","2,185,400","2,136,200","1,717,600","1,723,500","1,559,600","1,280,600","17,853,900"
2024,0133600,UTILITY SPECIALTIES-CARDINAL MEADOWS ID,207,Surface Water,Pur,I,JEFFERSON,NECHES-TRINITY,,,,UNKNOWN,CITY OF BEAUMONT,0,N,N,100.00,"246,400","291,200","222,700","205,500","237,200","212,000","230,600","425,100","248,700","343,300","359,300","336,500","3,358,500"
2024,0135300,CARO WSC,"2,700",Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,4,N,Y,0.00,"10,030,000","7,864,200","8,199,000","8,048,700","10,080,000","10,843,100","10,321,900","10,607,700","8,650,700","8,753,100","7,726,900","8,162,400","109,287,700"
2024,0135500,AQUA TEXAS INC-FOREST GROVE,"1,110",Ground Water,SS,I,HENDERSON,NECHES,HENDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,2,N,Y,100.00,"1,381,500","1,093,400","1,402,800","1,388,100","1,709,200","2,512,700","2,219,900","2,172,200","1,710,300","1,472,200","1,306,700","1,376,500","19,745,500"
2024,0140440,LAKESIDE WATER SUPPLY 1,117,Ground Water,SS,I,TYLER,NECHES,TYLER,NECHES,GULF COAST AQUIFER,,N/A,39,N,Y,100.00,"206,100","63,600","114,900","62,900","54,700","61,000","96,500","120,800","79,800","60,600","71,600","54,200","1,046,700"
2024,0144000,CENTRAL WCID OF ANGELINA COUNTY,"6,783",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,5,N,N,0.00,"17,301,000","13,681,000","14,860,000","15,548,000","18,137,000","15,630,000","14,747,000","18,161,000","13,778,000","15,763,000","12,137,000","12,070,000","181,813,000"
2024,0145050,CENTERVILLE WSC,"1,440",Ground Water,SS,I,TRINITY,NECHES,TRINITY,NECHES,YEGUA-JACKSON AQUIFER,,N/A,1,N,N,0.00,"2,877,300","1,964,500","2,107,300","1,982,000","2,392,000","2,191,600","2,610,500","2,237,200","1,819,800","2,278,600","2,605,400","1,892,400","26,958,600"
2024,0146010,CHALK HILL SUD,"4,788",Ground Water,SS,I,RUSK,SABINE,RUSK,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"8,496,700","7,462,900","6,924,700","8,550,700","9,593,600","10,227,100","9,916,600","11,587,900","10,251,800","11,162,600","8,505,800","9,437,000","112,117,400"
2024,0148050,CHESTER WSC,"1,422",Ground Water,SS,I,TYLER,NECHES,TYLER,NECHES,OTHER AQUIFER,,N/A,1,N,Y,0.00,"1,110,700","1,365,500","2,078,500","1,384,500","1,350,800","2,023,500","1,611,200",400,"154,900","261,800","397,400","333,100","12,072,300"
2024,0148050,CHESTER WSC,"1,422",Ground Water,SS,I,TYLER,NECHES,TYLER,NECHES,OTHER AQUIFER,,N/A,1,N,Y,0.00,"2,756,600","2,031,600","1,737,400","1,785,000","2,322,300","1,661,500","3,420,100","3,957,500","2,953,000","2,118,661","2,362,221","2,442,825","29,548,707"
2024,0152000,CHOICE WSC,"1,050",Ground Water,SS,I,SHELBY,SABINE,SHELBY,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,0,N,Y,0.00,0,0,0,0,0,0,0,0,0,0,0,"37,595,000","37,595,000"
2024,0166700,CITY OF COLMESNEIL,"1,545",Ground Water,SS,I,TYLER,NECHES,TYLER,NECHES,GULF COAST AQUIFER,,N/A,0,N,Y,0.00,"4,365,000","3,300,000","3,866,000","3,682,000","4,141,000","4,093,000","3,830,000","3,860,000","3,456,000","3,425,000","4,091,000","3,425,000","45,534,000"
2024,0184405,CORBETT WATER SYSTEM 1,93,Ground Water,SS,I,ORANGE,NECHES,ORANGE,NECHES,GULF COAST AQUIFER,,N/A,0,N,N,0.00,"272,000","161,000","161,000","147,000","106,000","203,000","160,000","146,000","165,000","150,000","157,000","165,000","1,993,000"
2024,0187155,COUGAR COUNTRY WATER SYSTEM,324,Ground Water,SS,I,JASPER,SABINE,JASPER,NECHES,GULF COAST AQUIFER,,N/A,1,N,N,100.00,"470,100","535,400","434,000","431,400","458,500","743,600","826,000","773,500","410,200","501,600","1,003,600","597,500","7,185,400"
2024,0188053,AQUA TEXAS INC-COUNTRY SIDE ESTATES,"1,506",Surface Water,Pur,I,JEFFERSON,NECHES-TRINITY,JEFFERSON,NECHES,,NECHES RUN OF RIVER,CITY OF NEDERLAND,0,N,Y,0.00,"2,279,000","2,261,600","2,238,700","2,025,100","4,469,800","2,627,800","2,591,800","2,744,400","2,152,400","2,355,800","2,317,900","2,502,300","30,566,600"
2024,0188070,CSWR-COUNTRY SQUIRE WATER & SEWER,675,Ground Water,SS,I,ORANGE,SABINE,ORANGE,SABINE,GULF COAST AQUIFER,,N/A,2,N,N,0.00,"1,451,000","1,451,000","1,451,000","2,496,000","1,457,000","1,475,000","1,577,000","1,284,000","1,550,000","2,150,000","1,997,000","1,819,000","20,158,000"
2024,0188775,CRAFT TURNEY WSC,"5,649",Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"1,800,000","1,740,000","1,800,000","2,200,000","3,000,000","4,500,000","3,794,400","3,672,000","4,017,600","3,672,000","3,860,000","3,598,000","37,654,000"
2024,0188775,CRAFT TURNEY WSC,"5,649",Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"8,274,000","7,336,000","7,291,000","8,575,000","6,500,000","9,100,000","8,328,000","8,506,000","8,526,000","7,991,000","8,526,000","6,158,000","95,111,000"
2024,0192800,CRIMS CHAPEL WSC,423,Ground Water,SS,I,RUSK,SABINE,RUSK,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,2,N,N,100.00,"794,540","695,300","398,710","542,140","527,180","458,270","948,320","791,010","1,218,530","853,020","832,770","516,440","8,576,230"
2024,0193000,CITY OF CROCKETT,"7,902",Ground Water,SS,I,HOUSTON,TRINITY,HOUSTON,TRINITY,SPARTA AQUIFER,,N/A,1,N,N,100.00,0,0,0,0,0,0,"16,565,000",0,0,0,0,0,"16,565,000"
2024,0193000,CITY OF CROCKETT,"7,902",Surface Water,Pur,I,HOUSTON,TRINITY,HOUSTON,TRINITY,,HOUSTON COUNTY LAKE/RESERVOIR,HOUSTON COUNTY WCID 1,0,N,N,100.00,"34,459,000","32,335,000","23,289,000","27,162,000","25,298,000","33,352,000","16,882,000","30,635,000","33,958,000","35,105,000","28,541,000","28,883,000","349,899,000"
2024,0196600,CRYSTAL FARMS WATER SUPPLY COMPANY,"1,386",Ground Water,SS,I,RUSK,SABINE,RUSK,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"1,947,200","1,615,000","2,584,000","1,936,000","1,936,000","2,486,000","2,481,000","2,471,000","2,664,000","2,042,000","3,657,000","2,182,000","28,001,200"
2024,0199050,CITY OF CUNEY,150,Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,Y,0.00,"674,000","805,000","882,000","644,000","657,000","706,000","729,000","917,000","767,000","659,000","704,000","706,000","8,850,000"
2024,0200200,CITY OF CUSHING,967,Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"776,000",0,0,0,0,"156,000","1,232,000","1,451,000","1,218,000","1,299,000","1,114,000","975,000","8,221,000"
2024,0200200,CITY OF CUSHING,967,Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,722,000","1,360,000","1,628,000","2,044,000","1,776,000","1,395,000","1,331,000","1,355,000","1,339,000","1,576,000","1,483,000","1,405,000","18,414,000"
2024,0216800,DEADWOOD WSC,"1,173",Ground Water,SS,I,PANOLA,SABINE,PANOLA,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,602,000","1,904,000","102,000","1,355,000","1,199,000","1,410,000","1,575,000","1,671,000","1,418,000","1,501,000","1,320,000","1,509,000","16,566,000"
2024,0217100,DEBERRY WSC,989,Ground Water,SS,I,PANOLA,SABINE,PANOLA,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,4,N,N,0.00,"2,479,000","3,163,700","3,568,745","2,962,000","3,422,529","3,372,400","3,660,400","3,660,400","2,884,200","2,253,400","2,201,000","2,333,000","35,960,774"
2024,0222050,DENNING WSC,655,Ground Water,SS,I,SAN AUGUSTINE,NECHES,SAN AUGUSTINE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"2,003,100","1,903,800","1,915,900","1,851,700","1,945,100","2,427,700","2,620,800","2,628,100","2,527,800","2,369,800","2,258,800","2,332,700","26,785,300"
2024,0222050,DENNING WSC,655,Ground Water,SS,I,SAN AUGUSTINE,NECHES,SAN AUGUSTINE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"2,205,000","2,022,100","2,014,000","1,891,100","1,853,000","2,650,900","2,970,100","2,968,600","2,652,900","2,763,300","1,994,700","2,065,900","28,051,600"
2024,0227100,DIALVILLE OAKLAND WSC,879,Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"3,527,000","3,411,000","3,503,000","2,595,000","2,763,000","2,968,000","2,866,000","3,192,000","2,682,000","3,488,000","3,601,000","3,438,000","38,034,000"
2024,0227600,CITY OF DIBOLL,"4,757",Ground Water,Pur,I,ANGELINA,NECHES,,,,,CITY OF LUFKIN,0,N,N,100.00,"1,317,490","1,550,550","858,690","1,968,880","1,982,160","13,010","8,700","34,190",0,0,0,"282,930","8,016,600"
2024,0227600,CITY OF DIBOLL,"4,757",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,YEGUA-JACKSON AQUIFER,,N/A,1,N,N,0.00,"6,327,000","5,084,000","6,093,000","5,595,000","3,651,000","6,620,000","6,242,000","6,782,000","5,985,000","6,522,000","4,112,000","5,860,000","68,873,000"
2024,0227600,CITY OF DIBOLL,"4,757",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,YEGUA-JACKSON AQUIFER,,N/A,1,N,N,0.00,"6,823,000","5,442,000","6,491,000","6,144,000","4,037,000","7,161,000","5,255,000","7,274,000","5,975,000","6,138,000","4,332,000","5,344,000","70,416,000"
2024,0232575,AQUA TEXAS INC-DOGWOOD HILLS NORTH,237,Surface Water,Pur,I,ANDERSON,NECHES,ANDERSON,TRINITY,,TRINITY RUN OF RIVER,CITY OF PALESTINE,0,N,Y,100.00,0,0,0,0,0,0,0,0,0,0,0,"730,000","730,000"
2024,0236460,D & M WSC,"6,570",Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,6,N,N,0.00,"12,621,418","16,321,697","8,933,541","13,029,018","13,059,661","13,700,995","17,808,337","16,800,912","16,013,543","15,638,650","15,686,859","12,905,752","172,520,383"
2024,0244678,AQUA TEXAS INC-EAGLES BLUFF WATER COMPANY,"1,209",Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,2,N,Y,100.00,"2,162,000","2,137,000","2,396,000","2,705,000","3,012,000","4,267,000","5,730,000","5,024,000","3,907,000","3,495,000","2,979,000","2,543,000","40,357,000"
2024,0249500,EAST NEWTON WSC,396,Ground Water,SS,I,NEWTON,SABINE,NEWTON,SABINE,OTHER AQUIFER,,N/A,1,N,Y,0.00,"1,168,000","995,000","1,454,000","1,776,000","2,079,000","783,000","929,000","1,222,000","1,599,000","1,436,000","1,561,000","1,927,000","16,929,000"
2024,0250900,EBENEZER WSC,"1,167",Ground Water,SS,I,RUSK,NECHES,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,3,N,N,100.00,"1,430,681","1,524,506","972,476","1,572,689","1,449,025","2,155,571","2,145,234","2,899,621","1,977,654","2,846,571","101,613,639","2,693,105","123,280,772"
2024,0254505,EL CAMINO BAY WSC,375,Surface Water,Pur,I,SABINE,SABINE,SHELBY,SABINE,,TOLEDO BEND LAKE/RESERVOIR,TOLEDO BEND 05170,0,N,Y,0.00,"460,800","353,800","390,100","423,000","523,800","826,300","637,000","537,000","642,500","640,300","460,000","504,600","6,399,200"
2024,0258200,CITY OF ELKHART,"2,871",Ground Water,SS,I,ANDERSON,TRINITY,ANDERSON,TRINITY,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"3,834,000","2,081,000","2,094,000","2,036,000","3,095,000","2,496,000","2,318,000","1,896,000","3,139,000","3,359,000","2,566,000","1,997,000","30,911,000"
2024,0258200,CITY OF ELKHART,"2,871",Ground Water,SS,I,ANDERSON,TRINITY,ANDERSON,TRINITY,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"8,408,000","5,672,000","6,046,000","5,149,000","5,187,000","6,496,000","7,578,000","8,665,000","7,796,000","8,502,000","6,569,000","6,203,000","82,271,000"
2024,0267275,ENCHANTED FOREST WATER SYSTEM,315,Ground Water,SS,I,HARDIN,NECHES,HARDIN,NECHES,OTHER AQUIFER,,N/A,1,N,N,0.00,"703,000","467,000","615,000","461,000","484,000","855,000","592,000","706,000","775,000","614,000","633,000","908,000","7,813,000"
2024,0270755,EVADALE WCID 1,897,Ground Water,SS,I,JASPER,NECHES,JASPER,NECHES,OTHER AQUIFER,,N/A,1,N,N,100.00,"1,695,000","1,197,000","1,265,000","1,222,000","1,326,000","1,231,000","1,312,000","1,550,000","1,459,000","1,707,000","1,375,000","1,783,000","17,122,000"
2024,0271204,EVERGREEN PARK HICKORY HILLS WS,360,Ground Water,SS,I,ORANGE,NECHES,ORANGE,NECHES,GULF COAST AQUIFER,,N/A,2,N,N,100.00,"676,000","466,500","433,900","558,100","493,100","462,200","642,600","501,200","515,000","626,300","548,300","812,600","6,735,800"
2024,0277700,FAIR PLAY WSC,741,Ground Water,SS,I,PANOLA,SABINE,PANOLA,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,200,200,200,200,200,200,200,200,200,200,200,200,"2,400"
2024,0277700,FAIR PLAY WSC,741,Ground Water,SS,I,PANOLA,SABINE,PANOLA,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,828,000","1,207,000","1,379,200","601,000","705,000","620,000","1,709,600","1,744,600","1,409,600","1,710,500","1,143,600","1,333,600","15,391,700"
2024,0287300,FLAT FORK WSC,"1,605",Ground Water,SS,I,SHELBY,SABINE,SHELBY,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,2,N,N,0.00,"2,713,810","2,731,230","3,053,100","2,381,970","2,408,200","3,238,200","3,253,300","3,415,420","3,159,200","3,333,380","2,660,540","2,451,120","34,799,470"
2024,0301300,FOUR WAY SUD,"7,164",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"6,068,000","4,658,000","5,710,000","5,046,000","5,536,000","7,031,000","5,684,000","7,013,000","5,442,000","6,128,000","5,056,000","5,863,000","69,235,000"
2024,0301300,FOUR WAY SUD,"7,164",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,YEGUA-JACKSON AQUIFER,,N/A,1,N,N,0.00,"182,000","30,000",0,0,0,0,0,0,0,0,0,0,"212,000"
2024,0301300,FOUR WAY SUD,"7,164",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,YEGUA-JACKSON AQUIFER,,N/A,1,N,N,0.00,"2,395,000","1,900,000","1,931,000","1,916,000","2,005,000","2,137,000","2,297,000","2,564,000","2,103,000","2,279,000","1,871,000","1,948,000","25,346,000"
2024,0303100,FRANKSTON RURAL WSC,"3,601",Ground Water,SS,I,ANDERSON,NECHES,ANDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"2,237,800","2,576,040","2,252,000","6,714,700","2,506,500","2,497,400","7,215,600","3,464,500","3,900,690","3,389,700","3,268,500","2,667,900","42,691,330"
2024,0303200,CITY OF FRANKSTON,"1,500",Ground Water,SS,I,ANDERSON,NECHES,ANDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"2,213,000","1,970,000","2,058,000","2,457,000","3,549,000","3,990,000","4,238,000","4,847,000","4,209,000","4,667,000","3,829,000","2,136,000","40,163,000"
2024,0303200,CITY OF FRANKSTON,"1,500",Ground Water,SS,I,ANDERSON,NECHES,ANDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"2,201,000","1,960,000","2,049,000","2,442,000","3,524,000","3,966,000","4,210,000","4,814,000","4,179,000","4,623,000","3,529,000","2,122,000","39,619,000"
2024,0316000,GALLATIN WSC,"1,032",Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,0,N,N,0.00,"2,862,000","2,631,000","2,399,000","2,073,000","2,126,000","2,245,000","2,127,000","2,212,000","2,092,000","2,322,000","2,011,000","2,337,000","27,437,000"
2024,0318020,TEXAS WATER SYSTEMS INC-GARDEN VALLEY WATER SYSTEM,510,Ground Water,SS,I,SMITH,NECHES,SMITH,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,0,N,N,0.00,"983,000","882,000","623,000","946,000","1,198,000","2,460,000","2,324,000","2,428,000","1,544,000","1,255,000","312,000","97,000","15,052,000"
2024,0318800,GARY WSC,"1,065",Ground Water,SS,I,PANOLA,SABINE,PANOLA,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,Y,0.00,"2,979,700","2,758,000","3,366,800","3,068,000","3,281,900","3,439,000","3,357,900","3,357,600","3,256,900","2,757,000","2,601,700","2,700,400","36,924,900"
2024,0320000,GASTON WSC,"1,902",Ground Water,SS,I,RUSK,NECHES,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,111,000","1,057,000","804,000","1,179,000","879,000","841,000","1,090,000","977,000","944,000","1,149,000","1,847,000","1,294,000","13,172,000"
2024,0320000,GASTON WSC,"1,902",Ground Water,SS,I,RUSK,NECHES,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,463,000","1,530,000","1,222,000","1,793,000","1,331,000","1,389,000","1,650,000","1,492,000","1,433,000","1,745,000","2,785,000","1,968,000","19,801,000"
2024,0329680,G-M WSC,"12,486",Ground Water,SS,I,SABINE,SABINE,SABINE,SABINE,OTHER AQUIFER,,N/A,1,N,N,100.00,"3,290,900","2,681,300","2,824,500","3,064,600","3,379,100","3,714,500","3,948,500","4,024,400","3,608,800","3,428,300","3,174,400","2,457,000","39,596,300"
2024,0329680,G-M WSC,"12,486",Surface Water,Pur,I,SABINE,SABINE,SABINE,SABINE,,TOLEDO BEND LAKE/RESERVOIR,CITY OF HEMPHILL,0,N,N,100.00,"6,278,000","3,322,906","3,316,184","3,244,028","3,064,269","2,699,137","3,129,244","3,831,428","3,405,684","5,301,280","2,745,741","2,844,257","43,182,158"
