Year,TWDB_Survey_No,Organization,Population_Served,Water_Type,Purchasd___Self_Supplied,Region_Used,County_Used,Basin_Used,Source_County,Source_Basin,Aquifer_Source,Surface_Water_Source,Seller_Name,Active_Wells,Brackish___Saline,TWDB_Estimated_Volume,Percent_Treated_Prior_to_Intake,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total_Intake__Gallons_
2017,0271204,WATER NECESSITIES INC-EVERGREEN PARK HICKORY HILLS WS,495,Ground Water,SS,I,ORANGE,NECHES,ORANGE,NECHES,GULF COAST AQUIFER,,N/A,0,N,N,0.00,"634,600","487,100","510,300","624,900","584,600","744,900","762,600","919,200","618,400","570,300","577,100","581,600","7,615,600"
2017,0271204,WATER NECESSITIES INC-EVERGREEN PARK HICKORY HILLS WS,495,Ground Water,SS,I,ORANGE,NECHES,ORANGE,NECHES,OTHER AQUIFER,,N/A,1,N,N,0.00,"185,800","183,300","173,500","226,300","210,100","264,600","160,000",0,"219,200","201,200","202,700","203,100","2,229,800"
2017,0277700,FAIR PLAY WSC,708,Ground Water,SS,I,PANOLA,SABINE,PANOLA,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,153,000","987,000","1,032,000","1,023,000","1,256,000","1,222,000","1,103,000","1,118,000","1,491,000","1,478,000","1,153,000","1,071,000","14,087,000"
2017,0287100,FIVE WAY WSC,"1,431",Ground Water,SS,I,SHELBY,SABINE,SHELBY,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,0,N,Y,0.00,0,0,0,0,0,0,0,0,0,0,0,"50,735,000","50,735,000"
2017,0287250,FLAT CREEK COVE WATER SUPPLY,135,Ground Water,SS,I,HENDERSON,NECHES,HENDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,0,N,N,0.00,"275,617","275,617","275,617","275,617","275,617","275,617","275,617","275,617","275,616","275,616","275,616","275,616","3,307,400"
2017,0287300,FLAT FORK WSC,"1,650",Ground Water,SS,I,SHELBY,SABINE,SHELBY,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,0,N,N,0.00,"3,136,800","2,790,000","2,444,300","2,890,200","2,491,900","3,574,700","3,782,600","3,067,900","2,796,400","3,776,300","2,671,000","3,573,110","36,995,210"
2017,0301300,FOUR WAY SUD,"6,477",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,YEGUA-JACKSON AQUIFER,,N/A,0,N,N,0.00,0,0,0,0,"5,000",0,0,0,0,0,0,0,"5,000"
2017,0301300,FOUR WAY SUD,"6,477",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,YEGUA-JACKSON AQUIFER,,N/A,1,N,N,0.00,"1,294,000","1,139,000","2,209,000","1,389,000","954,000","1,211,000","1,464,000","1,465,000","1,329,000","961,000","1,185,000","1,426,000","16,026,000"
2017,0303200,CITY OF FRANKSTON,"1,300",Ground Water,SS,I,ANDERSON,NECHES,ANDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"3,654,000","3,437,000","3,988,000","4,037,000","4,324,000","4,679,000","6,105,000","5,239,000","6,408,000","5,523,000","4,090,000","3,847,000","55,331,000"
2017,0318020,TEXAS WATER SYSTEMS INC-GARDEN VALLEY WATER SYSTEM,180,Ground Water,SS,I,SMITH,NECHES,SMITH,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,0,N,N,0.00,"223,100","287,900","320,400","392,300","536,700","587,600","647,600","611,500","552,700","1,160,000","719,800","644,700","6,684,300"
2017,0319400,CITY OF GARRISON,893,Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"2,172,000","1,509,000","1,550,000","1,495,000","1,595,000","1,517,000","1,639,000","1,778,000","1,667,000","1,300,000","1,325,000","1,041,000","18,588,000"
2017,0319400,CITY OF GARRISON,893,Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"3,599,000","3,089,000","2,969,000","3,055,000","2,567,000","2,930,000","2,412,000","2,147,000","1,888,000","2,292,000","2,189,000","2,239,000","31,376,000"
2017,0320000,GASTON WSC,"1,614",Ground Water,SS,I,RUSK,NECHES,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,280,000","1,020,000","925,000","1,245,000","1,235,000","805,000","885,000","1,475,000","1,405,000","1,275,000","1,140,000","1,030,000","13,720,000"
2017,0320000,GASTON WSC,"1,614",Ground Water,SS,I,RUSK,NECHES,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,810,000","1,455,000","1,140,000","1,775,000","1,750,000","1,250,000","1,285,000","2,090,000","2,155,000","1,970,000","1,660,000","1,460,000","19,800,000"
2017,0328020,TEXAS WATER SYSTEMS INC-STALLION LAKE,295,Ground Water,SS,I,SMITH,NECHES,SMITH,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,0,N,N,0.00,"736,100","885,100","649,500","984,800","1,040,600","1,207,100","1,810,400","1,602,100","1,426,100","2,128,100","1,595,900","1,396,400","15,462,200"
2017,0329680,G-M WSC,"10,080",Ground Water,SS,I,SABINE,SABINE,SABINE,SABINE,OTHER AQUIFER,,N/A,1,N,N,0.00,"2,349,600","1,689,300","2,106,800","2,234,900","2,016,000","2,338,700","2,678,100","2,714,600","2,550,300","2,574,400","2,191,200","2,736,700","28,180,600"
2017,0329680,G-M WSC,"10,080",Surface Water,Pur,I,SABINE,SABINE,SABINE,SABINE,,TOLEDO BEND LAKE/RESERVOIR,CITY OF HEMPHILL,0,N,N,100.00,"4,117,150","3,554,380","4,010,320","3,709,680","3,775,400","3,900,360","4,639,040","3,992,340","3,706,460","3,747,290","3,442,260","3,672,290","46,266,970"
2017,0329680,G-M WSC,"10,080",Surface Water,SS,I,SABINE,SABINE,SABINE,SABINE,,TOLEDO BEND LAKE/RESERVOIR,N/A,0,N,N,0.00,"9,498,000","8,869,000","10,808,000","11,925,000","13,216,000","11,567,000","10,465,000","9,869,000","9,418,000","10,145,000","10,356,000","10,731,000","126,867,000"
2017,0339400,CITY OF GRAPELAND,"1,475",Ground Water,SS,I,HOUSTON,NECHES,HOUSTON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"4,018,000","3,585,000","4,615,000","5,060,000","6,049,000","4,141,000","4,242,000","3,901,000","2,480,000","3,044,000","2,860,000","2,743,000","46,738,000"
2017,0344800,CITY OF GROVES,"17,265",Surface Water,Pur,I,JEFFERSON,NECHES-TRINITY,JEFFERSON,NECHES,,SAM RAYBURN LAKE/RESERVOIR,LOWER NECHES VALLEY AUTHORITY,0,N,N,0.00,"54,957,000","48,679,000","53,490,000","53,570,000","55,274,000","64,685,000","59,711,000","56,495,000","56,773,000","57,090,000","51,089,000","49,796,000","661,609,000"
2017,0358490,GUM CREEK WSC,"1,380",Ground Water,Pur,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,CITY OF JACKSONVILLE,0,N,N,100.00,"3,329,200","1,867,600","2,119,300","2,440,600","2,565,100","2,921,800","2,867,400","2,507,400","2,992,200","2,500,300","2,436,700","1,769,000","30,316,600"
2017,0379400,CITY OF HEMPHILL,"1,198",Surface Water,Pur,I,SABINE,SABINE,SABINE,SABINE,,TOLEDO BEND LAKE/RESERVOIR,TOLEDO BEND 05170,0,N,N,100.00,"11,395,009","10,280,599","10,603,192","10,446,783","11,443,887","12,235,705","13,219,775","12,284,583","11,675,241","11,606,813","10,036,211","10,612,967","135,840,765"
2017,0380400,CITY OF HENDERSON,"13,416",Ground Water,SS,I,RUSK,NECHES,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,0,0,0,"4,781,000","26,321,000","27,502,000","28,360,000","28,240,000","28,270,000","29,040,000","28,020,000","29,800,000","230,334,000"
2017,0380400,CITY OF HENDERSON,"13,416",Ground Water,SS,I,RUSK,NECHES,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"9,410,000","8,780,000","3,690,000","4,080,000","8,590,000","5,940,000","8,750,000","8,990,000","8,370,000","8,610,000","8,320,000","7,680,000","91,210,000"
2017,0380400,CITY OF HENDERSON,"13,416",Ground Water,SS,I,RUSK,NECHES,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"11,750,000","9,053,000","1,000","12,760,000","12,740,000","13,600,000","13,940,000","12,670,000","12,140,000","29,040,000","13,510,000","13,870,000","155,074,000"
2017,0380400,CITY OF HENDERSON,"13,416",Ground Water,SS,I,RUSK,NECHES,RUSK,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"30,790,000","26,380,000","30,630,000","24,240,000",0,0,0,0,0,0,0,0,"112,040,000"
2017,0392430,HOLLANDS QUARTERS WSC,"1,143",Ground Water,SS,I,PANOLA,SABINE,PANOLA,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"2,671,000","2,401,000","2,198,000","2,365,000","2,267,000","2,322,000","2,201,000","1,854,000","1,829,000","1,566,000","1,630,000","1,655,000","24,959,000"
2017,0392478,HOLLY HUFF WSC,705,Ground Water,SS,I,JASPER,SABINE,JASPER,NECHES,OTHER AQUIFER,,N/A,1,N,N,0.00,"2,696,700","1,958,600","1,697,900","1,997,400","2,062,300","2,140,700","2,467,200","2,266,700","3,419,900","5,596,700","1,737,000","2,105,500","30,146,600"
2017,0392553,WATER NECESSITIES INC-BREAKAWAY TRAILS SUBDIVISION,103,Ground Water,SS,I,HARDIN,NECHES,HARDIN,NECHES,GULF COAST AQUIFER,,N/A,0,N,N,0.00,"132,700","78,800","94,900","96,400","102,400","95,400","836,000","957,000","105,400","96,800","96,600","12,000","2,704,400"
2017,0392570,ANGELINA & NECHES RIVER AUTHORITY-HOLMWOOD ADDITION,444,Ground Water,SS,I,JASPER,NECHES,JASPER,NECHES,GULF COAST AQUIFER,,N/A,1,N,N,0.00,"1,077,904","1,248,198","948,403","873,795","892,013","888,439","996,047","1,013,919","989,069","1,219,234","914,566","788,501","11,850,088"
2017,0399250,HUBER WSC,399,Ground Water,SS,I,SHELBY,SABINE,SHELBY,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,0,N,Y,0.00,0,0,0,0,0,0,0,0,0,0,0,"15,021,731","15,021,731"
2017,0399450,HUDSON WSC,"10,146",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,3,N,N,0.00,"19,681,000","17,099,000","19,640,000","19,581,000","22,250,000","21,479,000","25,475,000","24,354,000","22,111,000","21,352,000","18,703,000","22,091,000","253,816,000"
2017,0409200,CITY OF HUNTINGTON,"2,106",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,YEGUA-JACKSON AQUIFER,,N/A,1,N,N,0.00,"6,600,000","5,300,000","6,300,000","6,200,000","6,600,000","7,000,000","6,900,000","7,600,000","7,400,000","8,600,000","7,600,000","6,800,000","82,900,000"
2017,0424700,IRON HILL WSC,456,Ground Water,Pur,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,CITY OF RUSK,0,N,N,0.00,"715,500","544,100","659,700","588,200","589,400","835,900","869,200","761,800","1,182,800","845,400","639,100","604,200","8,835,300"
2017,0433000,JACOBS WSC 3 & 4,744,Ground Water,SS,I,RUSK,SABINE,RUSK,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,541,000","1,525,000","1,273,100","1,272,000","1,402,000","1,824,000","1,926,000","1,574,000","1,709,000","1,882,000","1,868,700","1,634,000","19,430,800"
2017,0433300,JAMESTOWN WSC,525,Ground Water,SS,I,NEWTON,SABINE,NEWTON,SABINE,OTHER AQUIFER,,N/A,1,N,N,0.00,"1,833,200","1,141,600","1,391,300","1,210,000","780,300","1,384,600","796,700","1,814,100","1,337,600","813,900","1,392,500","699,500","14,595,300"
2017,0436920,JEFFERSON COUNTY WCID 10,"5,500",Surface Water,Pur,I,JEFFERSON,NECHES-TRINITY,JEFFERSON,NECHES,,SAM RAYBURN LAKE/RESERVOIR,LOWER NECHES VALLEY AUTHORITY,0,N,N,0.00,"14,664,000","12,883,000","14,142,000","15,000,000","16,800,000","16,571,000","17,555,000","18,000,000","18,000,000","16,000,000","16,305,000","16,995,000","192,915,000"
2017,0438400,CITY OF JOAQUIN,"1,575",Surface Water,Pur,I,SHELBY,SABINE,SHELBY,SABINE,,TOLEDO BEND LAKE/RESERVOIR,CITY OF LOGANSPORT LA,0,N,N,0.00,0,0,0,0,0,0,0,0,"2,952","66,069","102,910","1,181,300","1,353,231"
2017,0462000,CITY OF KENNARD,480,Ground Water,SS,I,HOUSTON,NECHES,HOUSTON,NECHES,QUEEN CITY AQUIFER,,N/A,1,N,N,0.00,"1,300",300,"1,800",100,"1,700",400,300,0,"2,500",300,"82,200","416,100","507,000"
2017,0462620,KENNEDY ROAD WSC,85,Ground Water,Pur,I,RUSK,SABINE,RUSK,SABINE,CARRIZO-WILCOX AQUIFER,,LEVERETTS CHAPEL WSC,0,N,Y,0.00,"381,000","98,000","87,000","123,000","114,000","114,000","164,000","137,000","97,000","103,000","90,000","91,000","1,599,000"
2017,0469800,CITY OF KOUNTZE,"2,112",Ground Water,SS,I,HARDIN,NECHES,HARDIN,NECHES,GULF COAST AQUIFER,,N/A,2,N,N,0.00,"5,881,000","5,576,000","5,962,000","6,094,000","6,474,000","6,596,000","8,620,000","7,567,000","7,809,000","7,709,000","7,087,000","6,684,000","82,059,000"
2017,0480951,LAKE IONI WATER SUPPLY,195,Ground Water,SS,I,ANDERSON,TRINITY,ANDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"121,800","91,900","144,500","132,600","126,900","127,100","150,300","146,700","128,900","124,600","114,300","116,000","1,525,600"
2017,0480963,AQUA TEXAS INC-LAKE PALESTINE WATER COMPANY,"2,772",Ground Water,SS,I,HENDERSON,NECHES,HENDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,5,N,Y,100.00,"2,902,000","2,890,000","3,702,000","3,395,000","4,209,000","4,065,000","5,173,000","4,234,000","3,641,000","3,748,000","3,303,000","3,626,000","44,888,000"
2017,0482725,ALGONQUIN WATER SERVICES LLC-BIG EDDY WATER (THE VILLAGES RESORT),"2,037",Ground Water,SS,I,SMITH,NECHES,SMITH,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,2,N,N,0.00,"3,332,280","3,454,010","6,059,570","6,612,450","7,423,130","8,959,970","9,385,738","10,417,362","7,887,598","10,429,702","7,985,747","8,563,326","90,510,883"
2017,0488500,LEAGUEVILLE WSC,"2,439",Ground Water,SS,I,HENDERSON,NECHES,HENDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"4,237,200","4,269,700","3,554,300","3,966,500","5,133,400","4,701,600","4,660,400","6,134,900","4,588,900","4,672,500","3,833,900","4,684,000","54,437,300"
2017,0492650,LEVERETTS CHAPEL WSC,672,Ground Water,SS,I,RUSK,SABINE,RUSK,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,0,N,N,0.00,"2,460,000","1,333,000","1,366,000","1,716,000","2,242,000","1,658,000","1,747,000","1,740,000","1,660,000","1,753,000","1,541,000","1,694,000","20,910,000"
2017,0494500,LIBBY WSC,550,Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"18,000","8,600","9,300","18,600","16,500","11,200","10,600","15,800","16,800","19,100","12,800","23,400","180,700"
2017,0494500,LIBBY WSC,550,Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"928,200","781,700","841,700","1,099,500","1,053,300","1,195,700","1,235,600","1,086,200","1,173,200","1,060,400","1,017,400","974,900","12,447,800"
2017,0508600,LONE PINE WSC,899,Ground Water,SS,I,ANDERSON,TRINITY,ANDERSON,TRINITY,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"461,400","409,900","389,500","548,500","463,200","778,600","667,200","563,300","459,000","561,700","459,800","604,900","6,367,000"
2017,0516400,CITY OF LOVELADY,649,Surface Water,Pur,I,HOUSTON,TRINITY,HOUSTON,TRINITY,,HOUSTON COUNTY LAKE/RESERVOIR,HOUSTON COUNTY WCID 1,0,N,N,100.00,0,"38,196",0,0,0,0,"492,001","584,500","1,377,393","610,023","492,799","564,510","4,159,422"
2017,0520500,LUMBERTON MUD,"27,195",Ground Water,SS,I,HARDIN,NECHES,HARDIN,NECHES,GULF COAST AQUIFER,,N/A,4,N,N,0.00,"52,514,000","49,838,000","55,225,000","56,708,000","61,892,000","57,851,000","59,512,000","57,128,000","70,955,000","61,973,000","54,670,000","54,869,000","693,135,000"
2017,0543810,MAURICEVILLE MUD,"9,711",Ground Water,SS,I,ORANGE,SABINE,ORANGE,SABINE,GULF COAST AQUIFER,,N/A,5,N,Y,100.00,"21,123,000","19,554,000","22,353,000","19,026,000","19,626,000","19,072,000","22,179,000","20,918,000","19,790,000","19,602,000","18,390,000","18,998,000","240,631,000"
2017,0545000,MAYDELLE WSC,750,Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,431,900","1,189,200","1,652,500","1,562,300","1,698,100","1,650,300","1,725,200","1,816,400","2,245,900","1,926,500","1,753,100","1,513,600","20,165,000"
2017,0554500,MELROSE WSC,"3,531",Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,7,N,Y,100.00,"5,492,600","12,273,700","14,017,200","11,915,400","14,166,800","16,241,300","21,427,500","18,387,300","18,705,000","21,506,900","17,378,600","20,873,500","192,385,800"
2017,0577900,MOORE STATION WSC,"1,800",Ground Water,SS,I,HENDERSON,NECHES,HENDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,334,000","985,000","844,000","1,385,000","1,080,000","1,339,000","1,260,000","1,547,000","1,432,000","1,402,000","1,170,000","1,216,000","14,994,000"
2017,0577900,MOORE STATION WSC,"1,800",Ground Water,SS,I,HENDERSON,NECHES,HENDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,591,000","1,281,000","1,097,000","1,200,000","1,072,000","1,385,000","1,323,000","1,464,000","1,126,000","1,357,000","1,125,000","1,021,000","15,042,000"
2017,0580210,MOSCOW WSC 1,970,Ground Water,SS,I,POLK,NECHES,POLK,TRINITY,OTHER AQUIFER,,N/A,1,N,N,0.00,"1,160,300","25,200","332,100","1,344,600","917,000","956,200","1,023,100","991,900","646,000","176,900","1,098,700","996,000","9,668,000"
2017,0581900,MOUNT ENTERPRISE WSC,"2,007",Ground Water,SS,I,RUSK,NECHES,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"5,807,000","5,528,000","4,562,000","5,696,000","5,129,000","6,389,000","6,234,000","6,040,000","6,038,000","6,630,000","5,768,000","5,672,000","69,493,000"
2017,0587601,SOUTH MURVAUL WSC,900,Ground Water,SS,I,PANOLA,SABINE,PANOLA,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"272,000","440,000","300,000","320,100","300,500","270,100","480,500","295,100","375,300","311,480","298,200","323,850","3,987,130"
2017,0587601,SOUTH MURVAUL WSC,900,Ground Water,SS,I,PANOLA,SABINE,PANOLA,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"273,100","456,000","309,700","315,050","360,000","250,100","482,200","444,500","429,000","311,485","300,200","324,850","4,256,185"
2017,0592000,CITY OF NACOGDOCHES,"37,000",Ground Water,SS,I,NACOGDOCHES,NECHES,NACOGDOCHES,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,7,N,N,0.00,"40,570,000","35,893,000","40,556,000","38,499,000","47,672,000","39,458,000","51,464,000","53,582,000","49,522,000","51,519,000","42,901,000","38,837,000","530,473,000"
2017,0602211,WATER NECESSITIES INC-NEW FOREST,74,Ground Water,SS,I,HARDIN,NECHES,HARDIN,NECHES,GULF COAST AQUIFER,,N/A,0,N,N,0.00,"101,000","75,600","100,500","108,000","105,100","118,900","112,600","136,400","116,700","113,500","94,900","116,200","1,299,400"
2017,0603100,NEW PROSPECT WSC-PLANT 1,906,Ground Water,SS,I,RUSK,SABINE,RUSK,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,Y,0.00,"386,200","341,200","382,700","762,200","393,200","455,200","833,100","803,700","652,600","636,500","436,700","425,800","6,509,100"
2017,0603200,CITY OF NEWTON,"2,550",Ground Water,SS,I,NEWTON,SABINE,NEWTON,SABINE,GULF COAST AQUIFER,,N/A,2,N,N,100.00,"9,220,000","7,360,000","8,000,000","8,310,000","9,010,000","5,130,000","6,300,000","8,140,000","11,210,000","12,380,000","11,060,000","10,700,000","106,820,000"
2017,0603700,CITY OF NEW SUMMERFIELD,"1,111",Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,229,000","923,000","1,071,000","1,185,000","1,390,000","1,849,000","1,377,000","1,535,000","1,354,000","1,521,000","1,050,000","1,229,000","15,713,000"
2017,0606100,CITY OF NOME,855,Surface Water,SS,I,JEFFERSON,NECHES,JEFFERSON,NECHES-TRINITY,,LOWER NECHES VALLEY AUTHORITY CANAL,N/A,0,N,N,0.00,0,0,0,0,0,0,0,0,0,0,0,"33,000,000","33,000,000"
2017,0607470,NORTH CHEROKEE WSC,"5,235",Ground Water,SS,I,CHEROKEE,NECHES,CHEROKEE,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"9,098,000","7,769,000","7,763,000","10,675,000","9,747,000","10,883,000","13,081,000","10,839,000","13,079,000","10,764,000","7,479,000","6,424,000","117,601,000"
2017,0607540,NORTH HARDIN WSC,"7,407",Ground Water,SS,I,HARDIN,NECHES,HARDIN,NECHES,GULF COAST AQUIFER,,N/A,3,N,N,0.00,"12,982,000","11,102,000","12,341,000","12,450,000","13,542,000","12,933,000","13,553,000","13,341,000","13,342,000","12,841,000","12,704,000","13,419,000","154,550,000"
2017,0611500,NORWOOD WSC,"1,227",Ground Water,SS,I,ANDERSON,NECHES,ANDERSON,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,0,N,N,0.00,"2,211,000","2,378,000","2,101,000","2,967,000","3,622,000","2,849,000","3,837,000","3,896,000","3,945,000","4,078,000","2,761,000","3,278,000","37,923,000"
2017,0626800,CITY OF ORANGE,"18,595",Ground Water,SS,I,ORANGE,SABINE,ORANGE,SABINE,OTHER AQUIFER,,N/A,1,N,N,0.00,"51,269,000","44,278,000","50,452,000","50,671,000","48,364,000","47,108,000","51,226,000","53,719,000","67,219,000","52,811,000","52,126,000","60,662,000","629,905,000"
2017,0626900,ORANGE COUNTY WCID 2,"3,440",Ground Water,SS,I,ORANGE,SABINE,ORANGE,SABINE,GULF COAST AQUIFER,,N/A,3,N,N,0.00,"8,578,000","8,230,000","9,195,000","8,803,000","9,710,000","9,536,000","9,520,000","9,670,000","9,371,000","9,703,000","9,275,000","11,283,000","112,874,000"
2017,0627600,ORANGEFIELD WSC,"6,300",Ground Water,SS,I,ORANGE,SABINE,ORANGE,SABINE,OTHER AQUIFER,,N/A,1,N,N,0.00,"2,138,000","3,080,000","3,800,000","6,065,000","6,349,000","7,130,000","8,986,000","6,983,000","8,499,000","8,918,000","8,013,000","9,112,000","79,073,000"
2017,0627600,ORANGEFIELD WSC,"6,300",Ground Water,SS,I,ORANGE,SABINE,ORANGE,SABINE,OTHER AQUIFER,,N/A,1,N,N,0.00,"11,231,000","8,307,000","9,911,000","7,125,000","8,276,000","6,763,000","5,244,000","6,393,000","7,725,000","7,168,000","6,770,000","8,102,000","93,015,000"
2017,0650200,PANOLA BETHANY WSC,"1,635",Ground Water,SS,I,PANOLA,SABINE,PANOLA,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,100.00,"8,322,000","4,356,000","4,739,000","4,261,000","7,339,000","7,169,000","8,035,000","7,495,000","6,909,000","6,132,000","6,675,000","7,080,000","78,512,000"
2017,0651785,PARKVIEW WATER SUPPLY,130,Ground Water,SS,I,ORANGE,SABINE,ORANGE,SABINE,OTHER AQUIFER,,N/A,1,N,Y,0.00,"493,000","525,500","393,800","661,300","540,200","836,800","856,900","696,600","847,100","700,000","766,200","852,000","8,169,400"
2017,0683160,PINE HILL CHAPMAN WSC,500,Ground Water,SS,I,RUSK,SABINE,RUSK,SABINE,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"180,000","123,000","139,000","125,000","179,000","163,000","228,000","160,000","173,000","223,000","155,000","155,000","2,003,000"
2017,0683235,LAKE LIVINGSTON WSC-BIG THICKET RETREAT,114,Ground Water,SS,I,HARDIN,NECHES,HARDIN,TRINITY,GULF COAST AQUIFER,,N/A,2,N,N,100.00,"231,000","231,000","219,000","252,000","306,000","243,000","230,000","295,000","290,000","227,000","282,000","260,000","3,066,000"
2017,0683237,LAKE LIVINGSTON WSC-INDIAN SPRINGS ESTATES,"1,029",Ground Water,SS,I,POLK,NECHES,POLK,TRINITY,GULF COAST AQUIFER,,N/A,4,N,N,100.00,"1,837,000","2,559,000","1,315,000","1,880,000","1,846,000","2,084,000","2,357,000","2,851,000","2,202,000","2,087,000","2,274,000","1,960,000","25,252,000"
2017,0683258,MONARCH UTILITIES LP-PINE TRAIL SHORES,"1,077",Ground Water,SS,I,SMITH,NECHES,SMITH,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,2,N,N,0.00,"2,604,000","1,724,000","2,543,000","2,397,000","2,494,000","2,410,000","2,625,000","2,496,000","2,552,000","2,783,000","2,625,000","2,677,000","29,930,000"
2017,0686800,PLEASANT HILL WSC (RUSK CO),855,Ground Water,SS,I,RUSK,SABINE,RUSK,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"2,320,000","1,855,000","2,090,000","2,150,000","2,238,000","2,404,000","2,770,000","2,613,000","2,221,000","2,234,000","2,405,000","2,135,000","27,435,000"
2017,0686900,PLEASANT SPRINGS WSC,975,Surface Water,Pur,I,ANDERSON,NECHES,,,,UNKNOWN,CITY OF PALESTINE,0,N,N,100.00,"2,181,000","1,473,000","1,835,000","1,895,000","2,577,000","2,660,000","5,171,000","3,540,000","2,877,000","2,720,000","2,010,000","2,066,000","31,005,000"
2017,0688885,PENNINGTON UTILITY-POLLOK REDTOWN WSC,"2,115",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"1,576,000","1,185,000","1,882,000","1,175,000","1,270,000","1,166,000","932,000","1,412,000","1,270,000","68,000","505,000","1,216,000","13,657,000"
2017,0688885,PENNINGTON UTILITY-POLLOK REDTOWN WSC,"2,115",Ground Water,SS,I,ANGELINA,NECHES,ANGELINA,NECHES,CARRIZO-WILCOX AQUIFER,,N/A,1,N,N,0.00,"2,529,000","2,527,000","2,229,000","2,933,000","3,096,000","3,001,000","3,699,000","2,503,000","2,427,000","3,418,000","3,112,000","3,198,000","34,672,000"
